id,short_name,long_name,age,height_cm,weight_kg,nationality,club,preferred_foot,player_positions,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,overall,potential
238456,F. Obilor,Faith Friday Obilor,28,189,94,Nigeria,HJK Helsinki,Right,CB,74,23,36,43,66,78,,,,,,,67,68
238984,M. Farrona Pulido,Manuel Farrona Pulido,26,175,70,Germany,VfL Osnabrück,Right,"LM, RM",86,59,57,72,29,52,,,,,,,67,68
239437,P. Zulu,Philani Zulu,26,178,70,South Africa,Kaizer Chiefs,Left,"LM, LB, LW",75,71,62,68,60,61,,,,,,,67,68
242651,F. Valot,Florian Valot,26,175,75,France,New York Red Bulls,Left,"RM, CAM",71,57,63,69,54,65,,,,,,,67,68
251152,M. Miers,Marcos Miers,29,185,81,Paraguay,Club Atlético Aldosivi,Left,"CB, LB",58,34,42,43,69,64,,,,,,,67,68
251511,M. Zeghba,Moustapha Zeghba,28,190,90,Algeria,Al Wehda,Left,GK,,,,,,,66,67,63,69,49,67,67,68
10466,S. Ishizaki,Stefan Daisuke Ishizaki,37,181,81,Sweden,IF Elfsborg,Right,"CM, CAM",57,62,70,69,52,60,,,,,,,67,67
52340,M. Marić,Mijat Marić,35,188,83,Switzerland,FC Lugano,Right,CB,32,54,49,45,68,73,,,,,,,67,67
53736,L. Camp,Lee Camp,34,183,74,Northern Ireland,Birmingham City,Right,GK,,,,,,,65,65,71,67,38,65,67,67
104476,C. Grindheim,Christian Grindheim,35,179,74,Norway,FK Haugesund,Right,"CAM, CM",38,60,69,66,59,69,,,,,,,67,67
114356,M. Wölfli,Marco Wölfli,36,186,88,Switzerland,BSC Young Boys,Right,GK,,,,,,,69,60,71,65,40,67,67,67
116917,D. Perquis,Damien Perquis,33,186,82,France,Valenciennes FC,Right,GK,,,,,,,64,66,64,68,48,67,67,67
118646,I. Henderson,Ian Henderson,34,178,67,England,Rochdale,Right,"ST, CAM",61,68,63,70,35,69,,,,,,,67,67
126883,A. Durak,Abdullah Durak,32,181,80,Turkey,Çaykur Rizespor,Right,CDM,68,61,64,69,62,66,,,,,,,67,67
137267,R. Clark,Ricardo  Clark,36,178,75,United States,Columbus Crew SC,Right,"CDM, CM",61,62,61,62,64,72,,,,,,,67,67
137461,J. Gjasula,Jürgen Gjasula,33,189,87,Albania,1. FC Magdeburg,Right,"CM, CB",54,65,69,67,53,69,,,,,,,67,67
138722,B. Jones,Billy Jones,32,180,77,England,Rotherham United,Right,RB,56,55,59,65,69,70,,,,,,,67,67
139476,D. Gerken,Dean Gerken,34,183,77,England,Colchester United,Right,GK,,,,,,,68,66,65,68,49,65,67,67
140423,J. Buxton,Jake Buxton,34,180,83,England,Burton Albion,Right,CB,42,36,45,36,65,71,,,,,,,67,67
140497,R. Wallace,Ross Wallace,34,167,64,Scotland,Fleetwood Town,Left,"CM, RM",66,65,69,70,51,51,,,,,,,67,67
142818,F. Cubero,Fabián Alberto Cubero,40,175,72,Argentina,Vélez Sarsfield,Right,"CB, RB",41,43,63,53,63,69,,,,,,,67,67
142962,E. Bologna,Enrique Alberto Bologna Gómez,37,189,87,Argentina,River Plate,Right,GK,,,,,,,67,67,60,65,42,67,67,67
143751,F. Öztorun,Ferhat Öztorun,32,176,66,Turkey,Atiker Konyaspor,Left,LB,66,43,59,65,66,67,,,,,,,67,67
144282,S. Özkan,Serdar Özkan,32,172,68,Turkey,Antalyaspor,Right,"LM, RM",71,64,66,71,30,55,,,,,,,67,67
145014,Juande,Juan de Dios Prados López,32,183,75,Spain,Perth Glory,Right,"CDM, CM",64,41,60,60,64,73,,,,,,,67,67
146121,David Barral,David Barral Torres,36,180,79,Spain,Racing Santander,Right,ST,65,66,56,63,39,71,,,,,,,67,67
146969,Iñaki Astiz,Iñaki Astiz Ventura,35,184,77,Spain,Legia Warszawa,Right,CB,48,26,46,42,66,63,,,,,,,67,67
148365,A. Cristea,Andrei Cristea,35,180,76,Romania,Politehnica Iaşi,Right,ST,55,68,67,63,42,67,,,,,,,67,67
149825,D. Murphy,Daryl Murphy,36,191,88,Republic of Ireland,Nottingham Forest,Left,ST,41,69,58,59,33,74,,,,,,,67,67
150894,M. Halsti,Markus Halsti,35,185,84,Finland,Esbjerg fB,Right,CB,32,46,62,51,65,70,,,,,,,67,67
151270,J. Coppinger,James Coppinger,38,170,65,England,Doncaster Rovers,Right,"CAM, LW",49,65,68,68,43,60,,,,,,,67,67
152107,P. Netzer,Philipp Netzer,33,188,80,Austria,SCR Altach,Left,CB,41,48,58,56,66,67,,,,,,,67,67
152620,J. Samuelsen,Jone Samuelsen,34,172,70,Norway,Odds BK,Right,CM,56,61,65,68,61,67,,,,,,,67,67
152870,Felipe Saad,Felipe  Patavino Saad,35,187,83,Brazil,Paris FC,Left,CB,54,48,45,50,68,66,,,,,,,67,67
155694,S. De Petter,Steven De Petter,33,182,75,Belgium,Sint-Truidense VV,Left,"CB, CDM, CM",33,53,59,54,68,68,,,,,,,67,67
155964,S. McDonald,Scott  McDonald,35,173,78,Australia,Western United FC,Right,ST,63,65,63,67,41,67,,,,,,,67,67
156464,R. Wood,Richard Wood,33,191,82,England,Rotherham United,Left,CB,31,35,46,43,67,74,,,,,,,67,67
158088,P. Álvarez,Pablo Sebastián  Valeira Álvarez,35,178,80,Argentina,Arsenal de Sarandí,Right,"LB, RB",55,53,64,62,66,76,,,,,,,67,67
158370,F. Evacuo,Felice Evacuo,36,187,88,Italy,Trapani,Right,ST,44,69,56,56,37,72,,,,,,,67,67
159040,G. Munari,Gianni Munari,36,190,84,Italy,Parma,Right,CM,32,66,66,63,64,81,,,,,,,67,67
159202,G. Rodríguez,Carlos Gerardo Rodríguez Serrano,34,181,78,Mexico,Puebla FC,Left,LB,56,49,65,62,66,74,,,,,,,67,67
159354,E. Hoffer,Erwin Hoffer,32,177,72,Austria,FC Admira Wacker Mödling,Right,"ST, CF, RW",77,64,58,69,26,61,,,,,,,67,67
159566,Abraham González,Abraham González Casanova,33,178,80,Spain,Tiburones Rojos de Veracruz,Right,"CDM, CM",58,65,71,62,61,65,,,,,,,67,67
161725,L. Pagliarulo,Luca Pagliarulo,35,187,80,Italy,Trapani,Right,CB,42,44,42,46,67,68,,,,,,,67,67
162265,R. Cierzniak,Radosław Cierzniak,36,187,81,Poland,Legia Warszawa,Right,GK,,,,,,,67,65,61,66,39,69,67,67
162315,L. Ridgewell,Liam Ridgewell,34,188,79,England,Southend United,Left,CB,49,46,59,56,65,72,,,,,,,67,67
162407,M. Jakobsen,Michael Jakobsen,33,185,81,Denmark,Adelaide United,Left,CB,53,46,56,58,64,78,,,,,,,67,67
162512,S. Cuthbert,Scott Cuthbert,32,188,89,Scotland,Stevenage,Right,CB,49,32,49,47,64,80,,,,,,,67,67
162886,R. Martin,Russell Martin,33,185,85,Scotland,Milton Keynes Dons,Right,CB,50,45,54,48,66,73,,,,,,,67,67
163265,Biel Ribas,Gabriel Ribas Ródenas,33,187,85,Spain,CF Fuenlabrada,Right,GK,,,,,,,67,65,68,71,46,65,67,67
163396,J. Vaughan,James Vaughan,30,182,83,England,Bradford City,Right,ST,73,66,53,64,44,72,,,,,,,67,67
163908,M. Troiano,Michele Troiano,34,189,82,Italy,Ascoli,Left,CM,59,55,63,56,65,81,,,,,,,67,67
163998,T. Tzimopoulos,Themistoklis Tzimopoulos,33,187,82,New Zealand,Korona Kielce,Left,CB,49,42,55,53,63,80,,,,,,,67,67
167841,C. Maguire,Chris Maguire,30,170,68,Scotland,Sunderland,Right,"LM, RM, ST",73,67,64,67,40,72,,,,,,,67,67
169424,I. Bandalovski,Ivan Bandalovski,32,183,77,Bulgaria,Bulgaria,Right,"RB, CB",73,47,58,65,64,67,,,,,,,67,67
169509,J. Fojut,Jarosław Fojut,31,188,83,Poland,Wisła Płock,Right,CB,46,37,44,39,67,72,,,,,,,67,67
170231,M. Compper,Marvin Compper,34,185,84,Germany,MSV Duisburg,Left,CB,46,31,50,52,67,65,,,,,,,67,67
170309,F. Piovaccari,Federico Piovaccari,34,180,77,Italy,Rayo Vallecano,Right,ST,57,66,51,59,35,69,,,,,,,67,67
170472,J. Parr,Jonathan Parr,30,182,75,Norway,Strømsgodset IF,Left,LB,71,56,60,65,63,71,,,,,,,67,67
170592,S. Schuppan,Sebastian Schuppan,32,187,83,Germany,FC Würzburger Kickers,Left,"CB, LB",54,49,57,58,67,75,,,,,,,67,67
170636,A. Lithgow,Alan Lithgow,31,185,85,Scotland,Livingston FC,Right,CB,55,37,46,46,65,70,,,,,,,67,67
171490,S. Aresti,Simone Aresti,33,189,78,Italy,Cagliari,Right,GK,,,,,,,66,65,61,65,38,69,67,67
171721,R. Perticone,Romano Perticone,32,184,76,Italy,US Salernitana 1919,Right,"CB, LB",49,42,52,48,64,75,,,,,,,67,67
172561,M. Lumb,Michael Lumb,31,177,79,Denmark,AC Horsens,Left,LB,68,55,63,64,64,74,,,,,,,67,67
172780,B. Pitman,Brett Pitman,31,183,70,England,Portsmouth,Right,"ST, CAM",48,70,60,61,29,65,,,,,,,67,67
172825,R. López,Rodrigo López Alvarez,32,172,65,Mexico,Tiburones Rojos de Veracruz,Right,CM,67,60,68,69,44,47,,,,,,,67,67
173337,Y. Konno,今野 泰幸,36,178,73,Japan,Júbilo Iwata,Right,"CDM, CM, CB",32,50,64,52,67,69,,,,,,,67,67
173671,K. McFadzean,Kyle John McFadzean,32,185,85,England,Coventry City,Right,CB,44,37,42,45,66,76,,,,,,,67,67
173673,S. Quinn,Stephen Quinn,33,168,60,Republic of Ireland,Burton Albion,Left,"CDM, CM",62,61,66,70,62,65,,,,,,,67,67
173834,N. Eardley,Neal  Eardley,30,180,74,Wales,Lincoln City,Right,RB,62,50,62,62,66,67,,,,,,,67,67
173859,S. Baldock,Sam Baldock,30,170,67,England,Reading,Right,ST,73,66,53,68,36,61,,,,,,,67,67
173891,L. Akins,Lucas Akins,30,185,79,England,Burton Albion,Right,"ST, RB, RM",74,66,59,66,59,78,,,,,,,67,67
173895,S. Eastwood,Simon Eastwood,30,188,90,England,Oxford United,Right,GK,,,,,,,65,60,62,71,50,67,67,67
176357,J. Mousinho,John Mousinho,33,186,79,England,Oxford United,Right,"CDM, CB",53,55,59,63,67,78,,,,,,,67,67
176380,D. Ferreira,David Arturo Ferreira Rico,39,166,70,Colombia,Unión Magdalena,Right,CAM,54,60,70,69,51,42,,,,,,,67,67
176907,C. Canío,Cristian Eduardo Canío Manosalva,38,176,75,Chile,Coquimbo Unido,Right,"CAM, CF, ST",41,62,69,69,36,57,,,,,,,67,67
177083,R. Strauß,Robert Strauß,32,175,70,Germany,1. FC Heidenheim 1846,Right,RB,72,53,59,64,65,63,,,,,,,67,67
177294,D. Furman,Dean Furman,31,183,73,South Africa,South Africa,Right,"CM, CDM",69,62,65,66,62,79,,,,,,,67,67
177315,G. Roberts,Gary Roberts,35,178,74,England,Wigan Athletic,Left,"CAM, LM",52,64,68,67,36,59,,,,,,,67,67
177404,S. Fürstner,Stephan Fürstner,31,178,74,Germany,Eintracht Braunschweig,Right,"CDM, CM",49,47,61,65,65,75,,,,,,,67,67
177802,M. Costanzo,Moreno Costanzo,31,179,74,Switzerland,FC St. Gallen,Right,"CM, CAM, ST",54,67,65,67,53,57,,,,,,,67,67
178215,L. Scaglia,Luigi Alberto Scaglia,32,183,67,Italy,Parma,Left,"LB, RW, CM",83,57,61,67,59,69,,,,,,,67,67
178289,S. Pontdemé,Simon Pontdemé,31,186,81,France,FC Chambly Oise,Right,GK,,,,,,,67,66,65,69,34,67,67,67
178414,K. Luijckx,Kees Luijckx,33,190,86,Netherlands,SønderjyskE,Right,CB,56,52,54,56,66,69,,,,,,,67,67
178520,A. Piccolo,Antonio Piccolo,31,175,70,Italy,US Cremonese,Left,"CF, CAM, RW",80,63,62,71,24,63,,,,,,,67,67
178589,S. Jamieson,Scott Jamieson,30,177,71,Australia,Melbourne City FC,Left,LB,69,52,61,63,65,77,,,,,,,67,67
179543,A. Nouri,Amin Nouri,29,180,77,Norway,Vålerenga Fotball,Right,RB,77,49,57,65,62,74,,,,,,,67,67
179687,J. Martínez,José Joaquín Martínez Valadez,32,177,67,Mexico,Monarcas Morelia,Right,RB,72,57,63,66,64,68,,,,,,,67,67
180593,Iriome,Iriome González González,32,185,79,Spain,CD Lugo,Right,"RM, RW, RB",78,65,57,70,47,70,,,,,,,67,67
181010,L. Broxham,Leigh Broxham,31,170,65,Australia,Melbourne Victory,Right,"CB, LB, CDM",46,56,55,57,64,84,,,,,,,67,67
181013,N. Gerzić,Nordin Gerzić,35,175,79,Sweden,Örebro SK,Right,"CM, CDM",49,51,70,69,56,67,,,,,,,67,67
181343,P. Bengtsson,Pierre Bengtsson,31,175,74,Sweden,FC København,Left,LB,69,52,65,66,63,62,,,,,,,67,67
181381,A. Landgren,Andreas Landgren,30,176,74,Sweden,Helsingborgs IF,Right,"CDM, CB",60,54,62,61,63,77,,,,,,,67,67
181559,F. Bellugou,François Bellugou,32,188,75,France,AJ Auxerre,Right,"CB, CDM",34,44,64,63,67,68,,,,,,,67,67
182094,Qin Sheng,秦升,32,183,76,China PR,Dalian YiFang FC,Right,"CDM, CB",61,51,55,57,63,77,,,,,,,67,67
182096,Zheng Long,郑龙,31,178,71,China PR,Dalian YiFang FC,Left,"LW, LM",77,61,64,68,36,63,,,,,,,67,67
182160,E. Knudtzon,Erling Knudtzon,30,178,70,Norway,Molde FK,Right,"LM, RM",92,62,57,67,45,69,,,,,,,67,67
182365,J. Jones,Jamie Jones,30,191,91,England,Wigan Athletic,Right,GK,,,,,,,68,66,65,68,34,66,67,67
182451,Cheng Yuelei,程月磊,31,188,78,China PR,Guangzhou R&F FC,Right,GK,,,,,,,65,67,69,64,38,66,67,67
182883,K. Agard,Kieran Agard,29,176,67,England,Milton Keynes Dons,Right,"ST, RW",82,64,56,66,40,70,,,,,,,67,67
183138,K. Pearce,Krystian Pearce,29,188,95,England,Mansfield Town,Right,CB,67,38,43,58,64,82,,,,,,,67,67
183151,M. Keita,Muhamed Keita,28,171,77,Norway,Strømsgodset IF,Right,"LM, LW, CAM",81,64,60,70,32,61,,,,,,,67,67
183425,T. Elliott,Tom Elliott,28,193,76,England,Millwall,Right,ST,77,61,42,64,30,79,,,,,,,67,67
183486,S. Wüthrich,Sébastien Wüthrich,29,178,70,Switzerland,Servette FC,Left,"CAM, LM",67,62,64,70,48,63,,,,,,,67,67
183559,K. Engel,Konstantin Engel,30,179,79,Kazakhstan,VfL Osnabrück,Right,"LB, RB, CB",65,39,58,60,67,67,,,,,,,67,67
183643,L. Königshofer,Lukas Königshofer,30,193,89,Austria,KFC Uerdingen 05,Right,GK,,,,,,,68,64,58,68,52,66,67,67
183686,M. de Luna,Mario Humberto De Luna Saucedo,31,179,78,Mexico,Atlético de San Luis,Right,CB,50,30,47,48,65,73,,,,,,,67,67
184229,J. Thomassen,Joachim Thomassen,31,180,78,Norway,Sarpsborg 08 FF,Left,LB,74,50,62,62,62,76,,,,,,,67,67
184283,J. Kalla,Jan-Philipp Kalla,32,180,74,Germany,FC St. Pauli,Right,"RB, LB, RM",67,46,59,62,66,70,,,,,,,67,67
184630,L. Daniels,Luke Daniels,31,195,90,England,Brentford,Right,GK,,,,,,,67,63,65,75,50,62,67,67
184747,C. Martin,Chris Martin,30,185,79,Scotland,Derby County,Right,ST,42,68,57,61,42,73,,,,,,,67,67
184851,D. Vega,Mario Daniel Vega,35,188,91,Argentina,San Jose Earthquakes,Left,GK,,,,,,,67,62,66,65,25,69,67,67
184852,A. Lukimya,Assani Lukimya-Mulongoti,33,190,89,DR Congo,KFC Uerdingen 05,Right,CB,59,51,40,42,64,78,,,,,,,67,67
184878,T. Høiland,Tommy Høiland,30,177,72,Norway,Viking FK,Right,ST,81,65,51,67,33,74,,,,,,,67,67
186127,C. Evans,Ched Evans,30,183,76,Wales,Fleetwood Town,Right,ST,61,68,54,60,39,72,,,,,,,67,67
186550,F. Monzón,Luciano Fabián Monzón,32,179,82,Argentina,Atlético Tucumán,Left,"LB, LM",71,52,63,65,61,71,,,,,,,67,67
186715,S. Salinas,Shea Salinas,33,178,68,United States,San Jose Earthquakes,Right,"LM, LB",73,58,64,67,56,61,,,,,,,67,67
186970,Gu Cao,顾操,31,183,75,China PR,Henan Jianye FC,Right,CB,70,40,48,58,66,75,,,,,,,67,67
186979,I. Jiménez,Israel Sabdi Jiménez Nañez,29,174,71,Mexico,FC Juárez,Right,RB,58,53,67,67,66,69,,,,,,,67,67
187550,Eduardo Neto,Eduardo da Silva Nascimento Neto,30,185,76,Brazil,Nagoya Grampus,Left,"CDM, CM",66,53,60,61,65,76,,,,,,,67,67
187701,G. Corral,George Ulises Corral Ang,28,172,76,Mexico,Querétaro,Right,RB,68,55,62,64,64,66,,,,,,,67,67
187915,E. Kujović,Emir Kujović,31,194,88,Sweden,Djurgårdens IF,Right,ST,33,70,52,56,31,66,,,,,,,67,67
187959,M. Peškovič,Michal Peškovič,37,188,88,Slovakia,Cracovia,Left,GK,,,,,,,67,65,62,65,31,68,67,67
188232,K. Yoda,Abdoul Karim Yoda,30,182,73,France,Racing Santander,Left,"RM, ST",82,63,61,70,52,61,,,,,,,67,67
188346,O. Kittner,Ole Kittner,31,189,83,Germany,SC Preußen Münster,Right,CB,45,38,53,48,67,67,,,,,,,67,67
188724,M. Pietrowski,Marcin Pietrowski,31,184,79,Poland,Piast Gliwice,Right,RB,67,55,63,64,64,75,,,,,,,67,67
188996,A. Nuhiu,Atdhe Nuhiu,29,197,85,Kosovo,Sheffield Wednesday,Right,ST,34,66,59,65,42,80,,,,,,,67,67
189054,Sandaza,Francisco José Sandaza Asensio,34,188,80,Spain,AD Alcorcón,Right,ST,46,68,61,63,43,65,,,,,,,67,67
189141,R. Söder,Robin Söder,28,177,71,Sweden,IFK Göteborg,Right,"ST, CAM",73,65,58,68,31,61,,,,,,,67,67
189343,M. Bruscagin,Matteo Bruscagin,29,182,70,Italy,Venezia FC,Right,"CB, RB, LB",56,23,52,54,66,69,,,,,,,67,67
189655,Z. Ondrášek,Zdeněk Ondrášek,30,185,79,Czech Republic,FC Dallas,Right,ST,67,64,52,58,32,81,,,,,,,67,67
189730,F. Di Tacchio,Francesco Di Tacchio,29,186,81,Italy,US Salernitana 1919,Left,"CM, CDM",56,50,58,58,64,86,,,,,,,67,67
189885,C. Noone,Craig Noone,31,177,69,England,Melbourne City FC,Left,"RM, LM",77,59,62,71,39,57,,,,,,,67,67
189944,L. Gassama,Lamine Gassama,29,181,74,Senegal,Göztepe SK,Right,RB,76,39,59,64,64,74,,,,,,,67,67
189952,K. Çelikay,Korcan Çelikay,31,194,86,Turkey,MKE Ankaragücü,Right,GK,,,,,,,69,66,61,70,31,64,67,67
190021,Hugo Fraile,Hugo Fraile Martín,32,176,74,Spain,CF Fuenlabrada,Right,"RM, LM, ST",79,67,61,69,47,68,,,,,,,67,67
190079,M. Janota,Michał Janota,28,171,73,Poland,Al Fateh,Left,"CAM, LM",70,64,65,68,38,57,,,,,,,67,67
190139,Adaílton,Adaílton dos Santos da Silva,28,176,83,Brazil,Júbilo Iwata,Right,"ST, LM, CF",72,65,58,71,27,76,,,,,,,67,67
190332,N. Gorobsov,Nicolás Martín Gorobsov,29,179,75,Argentina,FC Voluntari,Right,"CAM, CM, CDM",71,57,62,71,60,59,,,,,,,67,67
190552,C. Pontius,Chris Pontius,31,183,77,United States,LA Galaxy,Right,"RM, LM",58,68,65,67,55,71,,,,,,,67,67
190790,E. Castro,Elio Castro Guadarrama,30,185,79,Mexico,FC Juárez,Right,CB,59,27,41,51,66,71,,,,,,,67,67
191105,R. Lundström,Robert Lundström,29,182,72,Sweden,AIK,Right,"RWB, RB",87,53,61,62,60,70,,,,,,,67,67
191378,S. Kurata,仓田 秋,30,172,68,Japan,Gamba Osaka,Right,"LM, CAM, CM",51,65,67,70,59,63,,,,,,,67,67
191800,T. Taguchi,田口 泰士,28,176,70,Japan,Júbilo Iwata,Right,"CM, CDM",72,55,65,68,52,66,,,,,,,67,67
191842,H. Muath,Hassan Muath Fallatah,33,180,70,Saudi Arabia,Al Shabab,Right,"RB, RM",88,64,62,65,62,74,,,,,,,67,67
191843,A. Al Khaibari,Abdulmalek Abdullah Al Khaibri,33,177,73,Saudi Arabia,Al Shabab,Right,CDM,66,45,53,58,68,71,,,,,,,67,67
191990,H. Milić,Hrvoje Milić,30,183,74,Croatia,Crotone,Left,"LM, LB",68,53,66,71,66,61,,,,,,,67,67
192169,E. Friberg,Erik Friberg,33,179,70,Sweden,BK Häcken,Right,"CM, CDM",44,57,70,62,55,70,,,,,,,67,67
192250,M. Jurman,Matthew Jurman,29,191,87,Australia,Al Ittihad,Left,CB,43,41,54,48,66,78,,,,,,,67,67
192283,V. Lundberg,Viktor Lundberg,28,187,79,Sweden,BK Häcken,Right,ST,60,67,61,65,36,74,,,,,,,67,67
192346,A. Taugourdeau,Anthony Michel Taugourdeau,30,182,75,France,Trapani,Right,"CM, CDM",60,58,68,65,63,66,,,,,,,67,67
192439,M. Davidson,Murray Davidson,31,183,69,Scotland,St. Johnstone FC,Right,CM,72,59,62,67,62,79,,,,,,,67,67
192624,S. Ferguson,Shane Ferguson,27,175,66,Northern Ireland,Millwall,Left,LM,76,57,64,68,63,65,,,,,,,67,67
192695,N. Thompson,Nathan Thompson,28,172,71,England,Peterborough United,Right,"RB, CDM, CB",68,38,54,62,68,81,,,,,,,67,67
192912,G. Merebashvili,Giorgi Merebashvili,32,179,75,Georgia,Wisła Płock,Right,LM,73,58,63,70,35,63,,,,,,,67,67
193103,P. Schönfeld,Patrick Schönfeld,30,186,84,Germany,SV Wehen Wiesbaden,Right,"CM, CDM",70,62,66,68,54,74,,,,,,,67,67
193244,B. Shuttleworth,Bobby Shuttleworth,32,188,93,United States,Minnesota United FC,Right,GK,,,,,,,69,65,66,67,43,65,67,67
193252,T. Schrammel,Thomas Schrammel,31,176,75,Austria,SK Sturm Graz,Left,"LB, LM",71,53,64,66,65,69,,,,,,,67,67
193312,S. Mielitz,Sebastian Mielitz,29,188,83,Germany,SønderjyskE,Right,GK,,,,,,,69,65,58,67,42,67,67,67
193358,Romário,Romário Pereira Sipião,33,173,72,Brazil,Kalmar FF,Right,CM,69,67,65,74,44,48,,,,,,,67,67
193427,F. Berenguer,Florin Berenguer,30,182,70,France,Melbourne City FC,Right,"LM, CM",80,63,64,67,48,65,,,,,,,67,67
193475,P. Souaré,Pape  N'Diaye Souaré,29,178,66,Senegal,ESTAC Troyes,Left,LB,64,50,67,67,69,62,,,,,,,67,67
193482,Zequinha,José Egas dos Santos Branco,32,183,77,Portugal,Vitória de Setúbal,Right,"RW, ST",71,68,63,72,34,57,,,,,,,67,67
193578,T. Deric,Tyler Deric,30,191,84,United States,Houston Dynamo,Right,GK,,,,,,,64,63,64,73,33,65,67,67
193631,C. Groß,Christian Groß,30,183,75,Germany,SV Werder Bremen,Right,"CB, CDM",59,55,59,64,65,70,,,,,,,67,67
193864,Bruno Monteiro,Bruno André Freitas Monteiro,34,180,76,Portugal,CD Tondela,Right,"CM, CDM",49,59,63,67,63,68,,,,,,,67,67
193939,B. Kee,Billy Kee,28,175,80,Northern Ireland,Accrington Stanley,Right,ST,56,67,55,63,32,81,,,,,,,67,67
194024,A. Soiledis,Aristidis Soiledis,28,181,82,Greece,FCSB (Steaua),Left,LB,70,42,61,67,63,65,,,,,,,67,67
194050,M. Grün,Max Grün,32,190,86,Germany,Borussia Mönchengladbach,Right,GK,,,,,,,68,66,64,65,50,67,67,67
194076,Airam,Airam López Cabrera,31,180,78,Spain,Extremadura UD,Right,ST,68,64,57,62,27,68,,,,,,,67,67
194086,D. Lévêque,Dorian Lévêque,29,182,72,France,Le Mans FC,Left,LB,65,34,59,62,66,64,,,,,,,67,67
194092,A. Uludağ,Alper Uludağ,28,180,77,Turkey,Atiker Konyaspor,Left,"LB, CB",73,61,62,67,65,69,,,,,,,67,67
194150,S. Moore,Simon Moore,29,191,83,England,Sheffield United,Right,GK,,,,,,,66,65,69,67,49,64,67,67
194349,J. Tinhan,Jonathan Tinhan,30,178,69,France,Grenoble Foot 38,Right,"ST, RW",76,65,58,69,36,63,,,,,,,67,67
194717,R. Grange,Romain Grange,30,177,71,France,La Berrichonne de Châteauroux,Right,"RW, RM",72,67,67,66,33,60,,,,,,,67,67
194907,K. Kanak,Kaan Kanak,28,173,64,Turkey,Alanyaspor,Left,"LB, LM, RM",81,65,59,74,60,66,,,,,,,67,67
195036,S. Winnall,Sam Winnall,28,175,71,England,Sheffield Wednesday,Right,ST,70,67,48,65,23,61,,,,,,,67,67
195834,A. Mathlouthi,Aymen Mathlouthi,34,182,84,Tunisia,Al Adalah,Right,GK,,,,,,,66,63,60,67,22,70,67,67
196070,H. Martínez,Hans Martínez,32,178,73,Chile,CD Universidad de Concepción,Right,CB,46,45,53,48,67,68,,,,,,,67,67
196948,B. García,Boniek García,34,175,68,Honduras,Houston Dynamo,Right,"CM, CDM",67,62,65,69,58,67,,,,,,,67,67
196981,A. Bassoli,Alessandro Bassoli,29,185,78,Italy,Pordenone,Left,"LB, CB",68,43,54,62,68,64,,,,,,,67,67
197391,L. Vilsvik,Lars Vilsvik,30,180,73,Norway,Strømsgodset IF,Right,RB,75,60,64,64,62,72,,,,,,,67,67
197496,Y. Al Mosailem,Yasser Abdullah Al Mosailem,35,184,84,Saudi Arabia,Al Ahli,Right,GK,,,,,,,64,70,63,64,38,71,67,67
197896,A. Straith,Adam Straith,28,188,89,Canada,FC Hansa Rostock,Right,"CB, CDM, RB",57,34,50,52,65,77,,,,,,,67,67
197953,E. O'Kane,Eunan O'Kane,28,173,69,Republic of Ireland,Leeds United,Right,"CDM, CM",70,52,66,70,61,61,,,,,,,67,67
197966,J. Lacerda,Jonathan Leonardo Lacerda Araújo,32,189,80,Uruguay,FC Juárez,Left,CB,55,43,56,52,65,74,,,,,,,67,67
197981,S. Makienok,Simon Makienok Christoffersen,28,201,94,Denmark,FC Utrecht,Right,ST,33,66,49,58,31,71,,,,,,,67,67
198147,M. van der Maarel,Mark van der Maarel,29,177,74,Netherlands,FC Utrecht,Right,"LB, CB, RB",67,37,57,60,67,67,,,,,,,67,67
198156,L. Marín,Leandro Lucas Marín,27,183,81,Argentina,Patronato,Right,"RB, RM, CB",70,51,60,66,65,74,,,,,,,67,67
198178,A. Calisir,André Calisir,29,180,74,Armenia,IFK Göteborg,Right,CB,60,32,54,56,66,71,,,,,,,67,67
198330,I. Franjić,Ivan Franjić,31,180,77,Australia,Perth Glory,Right,RWB,71,59,62,66,62,69,,,,,,,67,67
198377,L. Palmer,Liam Palmer,27,183,81,Scotland,Sheffield Wednesday,Right,"RB, LB",75,58,64,65,61,72,,,,,,,67,67
198687,S. Ciss,Saliou Ciss,30,175,70,Senegal,Angers SCO,Left,"LB, LM",77,60,62,69,64,76,,,,,,,67,67
199053,R. Bocalon,Riccardo Bocalon,30,186,76,Italy,Venezia FC,Right,ST,73,65,46,64,36,64,,,,,,,67,67
199277,M. Jonckheere,Michiel Jonckheere,29,177,67,Belgium,KV Oostende,Right,"CM, CAM, LM",48,59,68,67,60,56,,,,,,,67,67
199452,E. Borelli,Eder Nicolás Borelli Cap,28,164,64,Mexico,FC Juárez,Left,LB,71,42,57,64,65,62,,,,,,,67,67
199516,R. Holmes,Ricky Holmes,32,172,75,England,Sheffield United,Right,"LM, RM, CAM",74,62,63,70,28,63,,,,,,,67,67
199572,C. Deac,Ciprian Ioan Deac,33,177,74,Romania,CFR Cluj,Left,"RW, CM",63,66,68,67,60,73,,,,,,,67,67
